id,prediction
0,460.5925265489451
1,438.31407065355734
2,449.07899104920807
3,469.16661687820897
4,446.05676550719318
5,431.29564740809144
6,472.26092102703819
7,466.04285326445472
8,444.73135168869533
9,440.03123701050811
10,438.65901431381269
11,435.99625023955753
12,476.06145449214171
13,462.98758219098136
14,475.73271372894123
15,469.43825968730948
16,434.71927320843554
17,469.50042447421038
18,452.76706147036725
19,457.48242946533969
20,445.99939915198217
21,431.35464062082917
22,480.40910926831145
23,462.84326964701211
24,465.91752737680326
25,469.7806615191555
26,442.97796752658951
27,461.58343287507137
28,455.07313113739428
29,424.65428531592761
30,421.60710654701177
31,443.57385674186719
32,447.26716063606227
33,432.9979739125032
34,439.60332153443676
35,443.9274092589734
36,475.74075589546862
37,465.91261017191869
38,450.71730283243767
39,461.69728707877334
40,463.52973514672749
41,448.33905953212036
42,435.54685703544999
43,461.66709315835794
44,458.63627964171144
45,434.22555075508865
46,455.60304893662942
47,459.31000692456519
48,468.8944762944999
49,437.57694876789333
50,449.9689213260026
51,436.87746619750817
52,445.27029425506021
53,443.47989076680494
54,464.71073816376474
55,462.80774512342362
56,461.68024961790763
57,456.06368183249936
58,445.5471926603858
59,472.19889313827332
60,455.7447758387159
61,466.34115909794752
62,480.79192226692692
63,423.15088590180301
64,428.33262190088908
65,434.16361430498159
66,447.22108884657484
67,436.9546261478954
68,473.36496305045648
69,450.64218396299839
70,458.32894341171243
71,477.54875465137729
72,422.46181356239708
73,468.57345432765896
74,436.78850573441616
75,449.74142991894212
76,427.59036600491277
77,465.6275669298077
78,449.41971641156499
79,473.65058855829966
80,465.34246569167567
81,446.23007503298072
82,446.72739486955402
83,468.77677700978347
84,453.04071502189777
85,450.77390437385964
86,468.18342276737405
87,451.13359400604838
88,468.08454434017312
89,468.74753054994494
90,434.72331168842402
91,458.02813397458385
92,448.99134724738053
93,475.04587188701817
94,452.19636159097934
95,458.95393322252801
96,474.80377249589537
97,439.32434505809579
98,444.0405623455855
99,439.37633213088077
100,453.01777962907875
101,435.66751754167535
102,439.11989300073367
103,477.29339515838285
104,458.49826309034654
105,471.49082833149214
106,457.63943078353998
107,480.5545429124162
108,455.35731190355318
109,450.19005806772168
110,460.43240096205125
111,436.7648496666676
112,440.87286094641274
113,468.3840745287639
114,436.2787284414328
115,474.76818156572483
116,475.65932261462945
117,431.8831787166032
118,473.78878862339889
119,433.47176782862755
120,451.88114835895874
121,458.84480092619435
122,433.86393542657413
123,459.95796802763471
124,470.11747775732681
125,441.16178871226214
126,454.53900465215543
127,455.11099249935808
128,476.67583643860553
129,472.28814457238389
130,433.69111430749456
131,469.78819249055221
132,454.75003329526749
133,427.86064545237184
134,465.65052053287729
135,465.97615530245082
136,452.48661327597358
137,454.31704852628297
138,469.0573140838892
139,439.01550682859033
140,477.52311517999271
141,443.30837525486197
142,457.79680718126713
143,443.94762742117871
144,474.47957817930956
145,464.43395511129836
146,468.34970676258433
147,431.43753359444293
148,470.39120459221135
149,436.10060818925615
150,477.93804379528626
151,467.85788774230832
152,467.80324737311389
153,433.82952188432159
154,444.17994127875068
155,473.40019513621701
156,429.24205912631237
157,438.7176555311496
158,438.74021792169606
159,432.16532852316413
160,438.77118788098221
161,430.23297981190569
162,436.98452008721824
163,465.5690907404321
164,436.63948596584498
165,434.24087806646423
166,450.70319943083064
167,440.21107485169819
168,465.69149070011042
169,436.16311059728093
170,430.59215161408952
171,435.93396934422424
172,470.39406576095041
173,473.3027019356374
174,457.95364473019845
175,434.39772436671819
176,432.04963682760126
177,428.09634415450694
178,468.6079755043321
179,473.75376790363191
180,426.01744780789841
181,451.23945535563507
182,444.95254495850338
183,441.21811134795951
184,448.82896923475732
185,434.11480718256951
186,443.05638415540682
187,452.89581466424545
188,433.06744213947434
189,469.74993115586085
190,462.16737472894692
191,468.29262824966611
192,431.8752573296515
193,458.85868247430017
194,440.93687042022555
195,468.06359579275625
196,449.49393019122294
197,435.32320185941342
198,437.63905994281413
199,444.35425886827068
200,444.45228101886539
201,447.03181721245528
202,435.22875849624268
203,442.72328184139428
204,447.10123868670291
205,438.38386907551251
206,473.26218585887466
207,473.57022227521588
208,436.21387538607962
209,457.41847698925324
210,436.04097686463342
211,475.25762152652919
212,437.82119561971865
213,469.33135463426834
214,475.5482040603622
215,440.34098791573342
216,466.21518286497326
217,461.76270338342692
218,470.46191320373885
219,455.26788367292158
220,435.53216631918144
221,449.07571551970568
222,431.82582956472947
223,465.75869305138224
224,469.68989999441158
225,446.33487718719914
226,464.92974954309466
227,448.5488759329678
228,441.15453577723429
229,452.0966080153064
230,437.03643642665634
231,459.01884161596524
232,435.54393110902879
233,463.56595509947579
234,462.58322485577207
235,431.76358396740727
236,473.81740339271187
237,452.24239168562224
238,434.255050553621
239,446.24570313604193
240,431.40929773381731
241,469.69885790201022
242,471.50852880773618
243,462.44990382044602
244,469.83145645002071
245,466.92446989394705
246,432.91239619292605
247,458.71454238571073
248,470.60134759704147
249,448.41999591044032
250,434.39998243413163
251,450.3659700673428
252,465.44437131194502
253,440.81577054930574
254,428.86520622843034
255,463.50241934971086
256,470.52002048960469
257,459.62715318083519
258,447.04557715809051
259,449.98046196501639
260,435.19396993476141
261,441.25800306260714
262,466.70801787684945
263,458.74901368830228
264,472.58401363635573
265,432.4185082088228
266,466.66890438721146
267,461.49407269798837
268,453.04646200801005
269,439.00346309110171
270,474.43864379994989
271,447.96622048469476
272,462.8835730534571
273,471.54603023292987
274,453.4048631268123
275,460.40977093484196
276,472.98566169010792
277,470.72576192647614
278,448.95929889427612
279,471.6797790847445
280,464.23162621986864
281,461.89793198675363
282,432.43340398389705
283,468.80008269743394
284,476.49482452480493
285,437.90687000412186
286,472.04897824060311
287,437.32048742608754
288,455.2006445074461
289,452.01242791355037
290,462.17030757409759
291,464.30185578898931
292,460.20722026815554
293,453.25618103087311
294,434.44629404090847
295,482.94085098827964
296,445.64397170979453
297,463.31458577434455
298,456.14746650999746
299,464.46449889206326
300,444.47922971096921
301,457.28738608600327
302,432.79565044361277
303,450.67701181537313
304,433.97830877057504
305,434.9296252395709
306,467.23309621623503
307,466.47036997098269
308,457.83113845742071
309,469.05270542862672
310,449.65900003241711
311,441.13043289698317
312,440.04585145864064
313,434.91564613542153
314,445.94128780074493
315,469.22531252011515
316,436.21690699441001
317,451.89287938294979
318,474.09862862290254
319,472.1101536679206
320,434.8335540736449
321,446.30349051652342
322,446.63291839856083
323,465.71894697051414
324,440.52442894727585
325,431.57122826991929
326,472.94281017184096
