id,prediction
0,454.5756999999997
1,440.69909999999982
2,443.45810000000006
3,470.91089999999997
4,443.74550000000016
5,435.31450000000024
6,473.17579999999992
7,457.26359999999966
8,441.92800000000011
9,441.32969999999995
10,440.97210000000007
11,432.5342
12,473.35889999999995
13,456.47309999999976
14,482.29409999999984
15,476.10820000000007
16,437.3730000000001
17,466.63699999999989
18,447.28629999999981
19,450.96150000000011
20,442.24330000000009
21,434.89499999999998
22,469.42000000000007
23,465.27119999999991
24,465.27440000000001
25,471.3365
26,446.38980000000009
27,471.4203
28,454.8676999999999
29,434.84109999999998
30,433.4962000000001
31,443.17899999999992
32,443.33629999999988
33,432.78740000000005
34,437.49219999999985
35,443.30620000000016
36,483.57010000000014
37,460.91610000000014
38,448.63599999999991
39,461.44230000000005
40,453.8623999999997
41,444.61260000000004
42,435.77339999999987
43,458.74479999999988
44,452.75929999999994
45,432.89980000000008
46,461.49210000000033
47,452.3497999999999
48,468.40240000000028
49,435.00610000000023
50,443.39930000000015
51,438.46009999999995
52,442.4504
53,441.99229999999972
54,455.40860000000021
55,467.64839999999987
56,462.58410000000038
57,464.7944999999998
58,441.20510000000047
59,475.35889999999995
60,440.00289999999978
61,467.29269999999997
62,476.13540000000023
63,432.68530000000015
64,433.38969999999978
65,434.45680000000038
66,446.27820000000008
67,438.68879999999996
68,475.83800000000008
69,448.02620000000007
70,448.93940000000015
71,484.57970000000006
72,432.42170000000027
73,483.7849999999998
74,440.35980000000001
75,438.21690000000018
76,433.09139999999962
77,464.48240000000033
78,445.23170000000005
79,468.94589999999988
80,460.38620000000003
81,444.57780000000008
82,445.33460000000019
83,461.85199999999998
84,448.42650000000009
85,443.89500000000015
86,464.65020000000027
87,445.30349999999976
88,479.79799999999989
89,471.19270000000012
90,433.55650000000026
91,461.9044999999997
92,447.10969999999992
93,475.41759999999982
94,447.43959999999998
95,449.54319999999979
96,476.35009999999971
97,441.75000000000006
98,443.97930000000008
99,436.33879999999988
100,447.16649999999993
101,432.17070000000001
102,440.00569999999976
103,468.88819999999947
104,460.36709999999977
105,472.91709999999961
106,445.27029999999996
107,476.80590000000024
108,448.03150000000039
109,444.11489999999998
110,469.70289999999989
111,439.92979999999994
112,439.61260000000004
113,466.67700000000019
114,437.49029999999999
115,480.88220000000024
116,476.82040000000006
117,437.40119999999996
118,475.94649999999973
119,431.82319999999993
120,451.60379999999992
121,450.33170000000007
122,439.41229999999979
123,458.57080000000019
124,472.75579999999985
125,436.91839999999979
126,450.49960000000004
127,443.09299999999973
128,477.61480000000023
129,471.8581999999999
130,434.13590000000005
131,471.22490000000028
132,452.89600000000047
133,434.71890000000002
134,463.56610000000006
135,463.53430000000009
136,449.58519999999987
137,448.18310000000019
138,465.63199999999995
139,437.18620000000027
140,472.60750000000024
141,445.39639999999986
142,456.05029999999982
143,443.61390000000029
144,467.63289999999984
145,457.2102999999999
146,473.8386000000001
147,435.48910000000012
148,467.10820000000007
149,439.30529999999993
150,483.98269999999962
151,479.6141999999997
152,468.91030000000012
153,430.94740000000007
154,442.99319999999977
155,471.74679999999995
156,429.99820000000028
157,437.60939999999943
158,442.60540000000003
159,436.05820000000034
160,442.63239999999985
161,434.87099999999992
162,435.86730000000017
163,469.03979999999979
164,435.26970000000017
165,433.57980000000003
166,448.54889999999972
167,445.82120000000003
168,469.56570000000005
169,436.55099999999976
170,435.08070000000038
171,438.07690000000025
172,465.18259999999981
173,468.38149999999979
174,454.93979999999982
175,434.26489999999984
176,435.61299999999972
177,435.30950000000013
178,463.56500000000028
179,474.90080000000012
180,435.14640000000009
181,444.7951000000001
182,440.51709999999997
183,442.05150000000009
184,446.80660000000017
185,439.03329999999994
186,439.24569999999994
187,450.24250000000001
188,436.8268999999998
189,476.13139999999987
190,463.73890000000034
191,467.04210000000006
192,435.71760000000023
193,454.79840000000013
194,437.86280000000022
195,484.46319999999986
196,445.50899999999984
197,437.89239999999984
198,442.67769999999996
199,448.20649999999995
200,443.75500000000022
201,444.62860000000001
202,431.68560000000036
203,444.57500000000016
204,442.86620000000039
205,438.65980000000002
206,467.8119999999999
207,475.34210000000007
208,433.20269999999988
209,450.85720000000015
210,435.72150000000011
211,478.40070000000031
212,440.04929999999985
213,469.23299999999989
214,470.74059999999992
215,443.53139999999985
216,470.16859999999991
217,450.6672999999999
218,473.70730000000026
219,446.36530000000022
220,433.43130000000002
221,448.1323000000001
222,434.02460000000036
223,470.58659999999986
224,470.15789999999987
225,442.61339999999984
226,464.06359999999995
227,446.27359999999987
228,444.21530000000001
229,448.05099999999982
230,436.02959999999979
231,460.67750000000024
232,435.82850000000019
233,464.72549999999973
234,454.08959999999951
235,431.39670000000012
236,467.40190000000024
237,446.86480000000017
238,442.63939999999974
239,447.43219999999985
240,435.34140000000019
241,472.43180000000001
242,469.30009999999965
243,464.73920000000015
244,474.09689999999961
245,470.84130000000005
246,433.49890000000005
247,461.67189999999982
248,476.39640000000014
249,444.07970000000006
250,434.57940000000008
251,449.42810000000003
252,463.51330000000007
253,442.70239999999978
254,431.49599999999992
255,450.94100000000026
256,474.80459999999994
257,464.43709999999987
258,443.39380000000011
259,444.97380000000027
260,434.83240000000029
261,443.09969999999998
262,464.09459999999984
263,460.66839999999979
264,480.08440000000007
265,433.63010000000025
266,469.40000000000043
267,457.59610000000009
268,448.6665999999999
269,442.02299999999991
270,480.04630000000014
271,444.62570000000028
272,465.3972
273,466.51049999999981
274,447.53400000000011
275,456.38789999999989
276,471.36020000000042
277,479.11850000000004
278,445.47869999999995
279,473.11240000000026
280,456.20389999999969
281,472.53959999999989
282,435.66769999999997
283,471.86049999999983
284,476.07259999999985
285,439.9151
286,484.30800000000005
287,437.08389999999997
288,455.99290000000008
289,444.97349999999977
290,457.17360000000014
291,475.60179999999986
292,460.36539999999991
293,450.83650000000029
294,435.67109999999985
295,481.68980000000005
296,448.76199999999994
297,458.24649999999986
298,462.95759999999979
299,460.91579999999993
300,442.40420000000006
301,460.26840000000004
302,433.94169999999997
303,446.65359999999981
304,433.82019999999977
305,440.29809999999998
306,479.12049999999988
307,464.69970000000001
308,460.34899999999982
309,465.28630000000021
310,451.05590000000012
311,441.01979999999998
312,434.75349999999969
313,433.11000000000007
314,443.54619999999971
315,473.21230000000003
316,435.7031999999997
317,456.58819999999986
318,468.61949999999985
319,487.51050000000026
320,436.76060000000018
321,447.3775
322,444.68190000000027
323,472.74750000000023
324,437.23600000000005
325,433.89830000000018
326,468.99870000000033
327,472.38770000000034
328,435.57560000000035
329,445.62440000000043
330,471.77379999999982
331,441.29179999999985
332,471.38390000000049
333,437.27209999999997
334,468.16520000000003
335,442.74520000000018
336,445.41189999999983
337,438.45599999999996
338,461.20229999999987
339,438.22379999999981
340,434.46320000000009
341,455.48019999999997
342,443.45420000000041
343,437.75799999999981
344,434.55889999999982
345,444.49919999999992
346,448.09620000000012
347,461.73599999999976
348,486.6383000000003
349,484.74959999999999
350,454.49700000000013
351,447.29489999999993
352,474.13519999999988
353,433.84950000000009
354,468.53479999999996
355,445.07389999999992
356,485.79250000000013
357,455.83010000000019
358,469.96789999999982
359,436.78540000000032
360,450.28280000000001
361,447.55440000000038
362,467.13100000000009
363,471.82819999999987
364,471.7088
365,464.22669999999994
366,431.76189999999986
367,485.74780000000027
368,472.50480000000005
369,455.87910000000028
370,445.05650000000003
371,434.93269999999961
372,451.7709999999999
373,446.47589999999997
374,437.54899999999975
375,445.73820000000012
376,476.07880000000006
377,435.41459999999989
378,438.80610000000001
379,443.63269999999994
380,438.09910000000013
381,443.4276000000001
382,485.60250000000019
383,438.27780000000001
384,470.81969999999978
385,480.12270000000007
386,473.00410000000005
387,478.88649999999996
388,456.12719999999985
389,466.43820000000028
390,445.43229999999983
391,470.96450000000038
392,432.83169999999984
393,441.76279999999991
394,484.51099999999968
395,470.10790000000009
396,444.92599999999999
397,467.12760000000026
398,443.91770000000014
399,438.3369999999997
400,473.94020000000017
401,468.12490000000003
402,469.48670000000004
403,463.80840000000006
404,447.37009999999964
405,442.10149999999993
406,478.42530000000005
407,439.74589999999984
408,477.29549999999989
409,456.14669999999978
410,438.71349999999984
411,437.61639999999966
412,482.55800000000011
413,449.16149999999971
414,476.19779999999997
415,480.18589999999989
416,465.48550000000023
417,448.03449999999975
418,438.84909999999991
419,439.88149999999968
420,437.02449999999999
421,448.77279999999996
422,439.26150000000001
423,480.4656999999998
424,455.90929999999969
425,443.58200000000011
426,462.78949999999998
427,434.00209999999964
428,471.37260000000009
429,464.49849999999998
430,433.77609999999964
431,436.31269999999989
432,447.45229999999998
433,442.84199999999998
434,447.94629999999961
435,460.78880000000009
436,435.68230000000034
437,470.36210000000005
438,439.86800000000011
439,447.25150000000002
440,482.40249999999992
441,475.35149999999982
442,479.31230000000033
443,437.95060000000029
444,445.21950000000004
445,483.37900000000036
446,433.22350000000029
447,459.31240000000014
448,463.68480000000017
449,474.65100000000018
450,474.78590000000003
451,456.95059999999984
452,439.50009999999975
453,455.60159999999979
454,468.00549999999998
455,463.41460000000012
456,461.9314
457,437.34059999999982
458,434.71630000000022
459,432.50960000000015
460,477.76519999999999
461,441.46460000000002
462,450.65190000000007
463,479.47889999999984
464,475.07100000000008
465,436.67699999999991
